species,size,fragrance,height_cm,species type
hibiscus,large,none,123.81,2
rose,medium,strong,89.26,1
rose,small,mild,67.17,2
shoeblack plant,medium,mild,109.3,2
shoeblack plant,medium,mild,64.73,1
shoeblack plant,medium,none,50.78,1
hibiscus,large,none,116.7,3
hibiscus,large,none,104.64,3
shoeblack plant,medium,mild,74.74,2
rose,small,mild,54.15,2
shoeblack plant,large,none,83.47,2
shoeblack plant,large,mild,61.17,2
shoeblack plant,medium,none,55.6,2
rose,small,strong,45.03,2
hibiscus,large,none,184.83,3
shoeblack plant,large,none,116.27,2
shoeblack plant,large,none,50.69,3
shoeblack plant,large,none,59.38,1
hibiscus,large,none,185.49,3
shoeblack plant,medium,none,137.45,2
shoeblack plant,medium,none,118.41,2
shoeblack plant,large,mild,122.68,2
rose,medium,strong,64.87,1
shoeblack plant,large,none,96.56,3
rose,small,mild,93.83,3
hibiscus,large,none,142.87,2
rose,medium,strong,75.77,3
hibiscus,large,none,132.17,3
hibiscus,large,none,190.29,1
shoeblack plant,medium,mild,58.76,2
shoeblack plant,large,none,80.04,3
rose,medium,strong,64.92,1
rose,medium,strong,75.11,2
rose,medium,strong,87.6,3
hibiscus,large,none,131.13,1
hibiscus,large,none,119.04,3
hibiscus,large,none,184.81,3
rose,medium,mild,46.62,2
hibiscus,large,none,131.11,3
shoeblack plant,medium,none,79.72,1
shoeblack plant,large,mild,116.39,1
rose,small,mild,37.31,3
rose,small,mild,35.08,2
rose,medium,mild,60.6,1
hibiscus,large,none,172.93,1
hibiscus,large,none,161.07,1
rose,small,mild,69.15,3
hibiscus,large,none,196.45,1
shoeblack plant,large,none,55.54,2
shoeblack plant,medium,none,78.58,2
hibiscus,large,none,114.29,2
rose,small,mild,93.5,2
hibiscus,large,none,153.04,3
rose,medium,strong,86.87,3
rose,small,mild,74.49,2
rose,medium,strong,62.54,1
hibiscus,large,none,167.07,2
rose,medium,mild,82.71,2
rose,medium,strong,46.62,2
shoeblack plant,large,mild,58.38,3
shoeblack plant,large,mild,135.71,1
rose,small,strong,94.11,3
shoeblack plant,medium,none,54.16,1
hibiscus,large,none,145.16,2
shoeblack plant,medium,mild,132.63,3
hibiscus,large,none,137.52,1
rose,small,strong,61.86,3
hibiscus,large,none,143.89,1
shoeblack plant,medium,mild,113.24,3
rose,small,mild,88.25,1
rose,medium,strong,48.67,1
hibiscus,large,none,145.23,1
rose,medium,strong,52.18,2
hibiscus,large,none,161.25,2
hibiscus,large,none,164.31,3
rose,small,mild,90.61,1
shoeblack plant,large,none,129.65,3
hibiscus,large,none,146.5,2
rose,medium,mild,93.68,3
hibiscus,large,none,151.33,2
hibiscus,large,none,123.69,1
shoeblack plant,large,mild,138.44,3
rose,medium,mild,36.67,2
shoeblack plant,medium,none,80.6,2
shoeblack plant,large,mild,133.19,1
rose,small,mild,80.32,3
rose,medium,mild,52.46,3
hibiscus,large,none,127.46,2
shoeblack plant,medium,none,126.11,1
rose,medium,strong,30.29,3
hibiscus,large,none,101.31,1
hibiscus,large,none,166.21,1
rose,small,mild,90.78,3
shoeblack plant,large,none,50.85,2
shoeblack plant,large,mild,63.51,2
rose,medium,mild,55.2,2
hibiscus,large,none,156.34,2
rose,small,mild,51.27,2
rose,small,strong,78.74,1
rose,medium,strong,90.32,2
shoeblack plant,large,mild,96.78,3
hibiscus,large,none,184.2,3
hibiscus,large,none,179.36,2
hibiscus,large,none,106.25,1
shoeblack plant,medium,none,57.66,2
shoeblack plant,large,none,84.68,3
shoeblack plant,large,mild,67.64,3
rose,medium,strong,62.64,2
shoeblack plant,large,none,96.77,2
hibiscus,large,none,196.08,1
hibiscus,large,none,103.54,3
hibiscus,large,none,170.74,2
hibiscus,large,none,179.26,3
hibiscus,large,none,154.78,1
shoeblack plant,medium,none,118.34,2
shoeblack plant,medium,none,146.25,3
rose,small,strong,80.78,3
shoeblack plant,large,none,92.72,1
hibiscus,large,none,148.53,1
hibiscus,large,none,188.82,1
rose,medium,strong,80.98,2
rose,small,strong,47.06,1
shoeblack plant,large,mild,130.94,2
rose,medium,mild,70.88,1
hibiscus,large,none,136.87,2
shoeblack plant,large,mild,82.13,1
rose,small,strong,45.09,3
shoeblack plant,large,mild,109.7,1
hibiscus,large,none,178.01,2
hibiscus,large,none,157.14,2
rose,small,mild,33.76,3
rose,medium,mild,97.62,2
shoeblack plant,large,none,88.5,2
hibiscus,large,none,108.64,3
hibiscus,large,none,123.15,2
shoeblack plant,large,mild,115.48,1
rose,medium,mild,96.58,2
hibiscus,large,none,152.04,2
shoeblack plant,medium,mild,61.6,2
rose,medium,strong,99.65,2
rose,small,mild,69.97,2
hibiscus,large,none,170,1
shoeblack plant,medium,mild,113.93,3
shoeblack plant,large,none,146.67,1
hibiscus,large,none,164.52,2
hibiscus,large,none,189.47,1
rose,small,strong,66.87,2
hibiscus,large,none,171.29,2
shoeblack plant,medium,mild,140.83,1
hibiscus,large,none,111.84,1
shoeblack plant,large,none,62.61,2
hibiscus,large,none,193.99,2
rose,small,strong,60.8,2
hibiscus,large,none,164.13,1
shoeblack plant,medium,none,107.88,3
rose,medium,mild,75.57,2
shoeblack plant,large,mild,81.39,1
hibiscus,large,none,120.05,2
hibiscus,large,none,164.42,2
shoeblack plant,large,mild,119.71,2
hibiscus,large,none,100.58,2
shoeblack plant,medium,none,55.48,2
hibiscus,large,none,116.95,1
shoeblack plant,large,none,76.38,3
hibiscus,large,none,187.2,1
shoeblack plant,large,mild,113.52,2
hibiscus,large,none,187.56,2
hibiscus,large,none,162.5,2
shoeblack plant,medium,mild,121.33,3
hibiscus,large,none,183.27,3
shoeblack plant,medium,mild,83.97,3
rose,small,mild,66.37,2
rose,small,strong,94.8,1
shoeblack plant,medium,mild,130.46,3
shoeblack plant,large,mild,85.04,2
shoeblack plant,medium,none,129.26,2
shoeblack plant,large,none,121.69,1
shoeblack plant,medium,none,82.73,3
rose,medium,strong,39.34,3
rose,medium,mild,34.38,3
rose,medium,mild,55.1,1
hibiscus,large,none,110.62,1
hibiscus,large,none,127.02,3
rose,medium,strong,86.96,2
shoeblack plant,medium,mild,145.68,3
hibiscus,large,none,135.32,1
shoeblack plant,large,mild,52.57,2
hibiscus,large,none,125.18,1
hibiscus,large,none,151.88,3
shoeblack plant,large,mild,98.37,1
rose,medium,strong,46.16,3
hibiscus,large,none,183.27,2
rose,medium,strong,76.26,2
rose,small,strong,83.19,3
shoeblack plant,large,mild,141.34,3
hibiscus,large,none,129.31,1
shoeblack plant,medium,mild,129.34,3
shoeblack plant,medium,none,128.18,1
shoeblack plant,large,none,143.09,1
hibiscus,large,none,184.61,1
hibiscus,large,none,148.38,3
rose,medium,strong,46.16,1
rose,medium,mild,68.88,2
hibiscus,large,none,133.49,3
rose,small,mild,66.32,1
hibiscus,large,none,147.91,1
hibiscus,large,none,112.52,1
rose,medium,mild,79.27,2
shoeblack plant,large,none,141.07,1
rose,medium,strong,79.17,2
hibiscus,large,none,145.15,3
rose,small,mild,61.04,2
hibiscus,large,none,113.05,3
rose,small,mild,47.91,3
hibiscus,large,none,133.83,3
shoeblack plant,medium,none,106.24,1
rose,medium,strong,62.13,1
shoeblack plant,large,mild,78.15,3
hibiscus,large,none,176.04,3
rose,small,mild,88.42,2
hibiscus,large,none,192.16,1
rose,small,strong,68.54,1
rose,small,strong,47.5,3
hibiscus,large,none,159.91,1
shoeblack plant,medium,mild,103.05,1
shoeblack plant,large,none,103.37,2
hibiscus,large,none,122.98,2
hibiscus,large,none,106.21,2
hibiscus,large,none,146.52,3
shoeblack plant,large,none,84.75,2
hibiscus,large,none,145.71,2
rose,medium,mild,32.57,1
shoeblack plant,large,none,112.79,1
shoeblack plant,large,none,73.89,1
hibiscus,large,none,172.15,2
hibiscus,large,none,101.26,3
shoeblack plant,medium,none,67.49,3
hibiscus,large,none,103.88,1
rose,medium,strong,52.95,3
shoeblack plant,medium,mild,117,3
hibiscus,large,none,172.17,1
hibiscus,large,none,190.75,3
rose,medium,mild,44.48,1
hibiscus,large,none,117.37,2
rose,small,mild,43.47,1
hibiscus,large,none,102.56,1
rose,medium,mild,43.52,3
rose,medium,strong,85.68,2
hibiscus,large,none,134.5,3
rose,medium,strong,52.81,1
rose,medium,mild,98.78,1
shoeblack plant,medium,mild,103.03,3
hibiscus,large,none,167.56,1
rose,medium,mild,47.8,1
rose,medium,mild,75.97,3
shoeblack plant,large,mild,92.45,3
rose,small,strong,72.93,1
shoeblack plant,large,none,116.74,3
hibiscus,large,none,199.01,1
shoeblack plant,medium,none,75.53,2
hibiscus,large,none,124.84,2
rose,medium,strong,62.44,3
hibiscus,large,none,113.82,1
hibiscus,large,none,115.27,2
rose,small,strong,42.96,2
rose,medium,strong,33.39,1
hibiscus,large,none,148.31,3
hibiscus,large,none,138.05,2
hibiscus,large,none,164.05,1
rose,small,strong,45.23,1
rose,medium,strong,50.71,3
rose,small,mild,75.78,2
rose,medium,mild,31.66,3
shoeblack plant,medium,mild,75.48,2
rose,medium,strong,46.12,2
hibiscus,large,none,119.57,2
hibiscus,large,none,158.75,3
hibiscus,large,none,113.68,2
shoeblack plant,medium,none,97.99,1
rose,medium,mild,74.89,1
hibiscus,large,none,176.07,2
hibiscus,large,none,104.25,3
hibiscus,large,none,119.8,1
rose,small,mild,92.63,1
rose,medium,mild,47.19,2
rose,small,mild,55.22,1
shoeblack plant,medium,mild,130.06,2
shoeblack plant,medium,mild,74.02,2
hibiscus,large,none,181.7,1
shoeblack plant,large,mild,121.48,1
rose,small,strong,41.5,2
rose,medium,mild,31.8,3
rose,small,mild,77.97,1
rose,small,strong,64.57,1
rose,medium,strong,62.7,3
shoeblack plant,medium,none,112.48,2
rose,medium,mild,45.93,1
hibiscus,large,none,126.69,3
hibiscus,large,none,108.11,3
hibiscus,large,none,141,3
rose,medium,strong,41.41,1
rose,medium,strong,82.83,2
shoeblack plant,medium,mild,100.46,1
rose,medium,strong,42.72,3
shoeblack plant,large,mild,121.1,2
rose,small,mild,38.89,3
hibiscus,large,none,197.95,3
rose,medium,strong,34.92,2
hibiscus,large,none,195.14,2
hibiscus,large,none,106.55,3
hibiscus,large,none,103.73,1
hibiscus,large,none,125.27,1
hibiscus,large,none,192.99,2
rose,small,strong,82.15,2
rose,small,strong,76.66,3
hibiscus,large,none,162.26,1
hibiscus,large,none,171.92,2
shoeblack plant,medium,mild,51.68,3
hibiscus,large,none,100.96,2
rose,medium,strong,86.31,2
shoeblack plant,large,none,103.18,2
rose,small,mild,98.03,3
shoeblack plant,large,none,71.17,2
hibiscus,large,none,172.96,1
hibiscus,large,none,154.32,2
rose,small,mild,95.46,3
shoeblack plant,medium,none,82.05,1
rose,small,strong,87.75,2
hibiscus,large,none,188.77,2
rose,medium,strong,73.81,2
hibiscus,large,none,165,1
rose,medium,strong,87.1,1
shoeblack plant,medium,mild,125.22,2
rose,medium,strong,64.11,1
shoeblack plant,large,none,115.35,2
shoeblack plant,large,mild,93.58,1
shoeblack plant,medium,mild,134.89,3
rose,small,strong,77.23,3
hibiscus,large,none,140.31,3
shoeblack plant,medium,none,109.74,3
shoeblack plant,medium,none,100.6,2
hibiscus,large,none,197.13,3
hibiscus,large,none,198.76,2
rose,small,mild,47.75,3
rose,medium,strong,38.59,3
hibiscus,large,none,146.87,3
hibiscus,large,none,190.84,1
rose,medium,mild,95.2,1
hibiscus,large,none,117.63,1
hibiscus,large,none,174.13,3
rose,medium,mild,83.58,3
shoeblack plant,medium,mild,83.65,3
hibiscus,large,none,123.09,3
hibiscus,large,none,156.78,2
hibiscus,large,none,179.02,2
shoeblack plant,medium,mild,78.97,1
shoeblack plant,large,none,64.98,1
hibiscus,large,none,105.78,1
hibiscus,large,none,137.85,2
rose,medium,mild,77.9,1
hibiscus,large,none,152.31,2
hibiscus,large,none,119.76,1
shoeblack plant,medium,mild,52.06,2
rose,medium,mild,56.88,3
shoeblack plant,large,none,82.31,3
hibiscus,large,none,164.17,3
shoeblack plant,large,none,110.01,2
hibiscus,large,none,150.6,3
shoeblack plant,medium,none,99.05,2
hibiscus,large,none,178.36,2
shoeblack plant,large,none,107.23,1
hibiscus,large,none,120.99,2
rose,small,mild,97,3
rose,medium,strong,86.92,1
hibiscus,large,none,117.84,3
rose,medium,strong,79.17,3
hibiscus,large,none,112.68,3
shoeblack plant,medium,none,80.3,1
hibiscus,large,none,169.73,2
shoeblack plant,medium,mild,132.35,2
hibiscus,large,none,155.6,1
shoeblack plant,large,none,91.02,2
rose,small,mild,40.2,1
shoeblack plant,medium,mild,53.6,3
hibiscus,large,none,167.8,1
shoeblack plant,large,none,65.6,3
hibiscus,large,none,170.43,2
hibiscus,large,none,150.04,3
rose,small,mild,65.1,2
shoeblack plant,medium,mild,134.15,2
rose,medium,mild,65.82,1
rose,medium,mild,46.96,3
shoeblack plant,medium,mild,116.82,2
rose,small,mild,85.85,1
hibiscus,large,none,170.48,1
hibiscus,large,none,130.48,2
hibiscus,large,none,105.38,1
shoeblack plant,medium,none,114.04,1
shoeblack plant,medium,mild,93.17,3
rose,small,mild,66.47,3
shoeblack plant,large,mild,102.06,1
rose,small,strong,91.01,2
rose,small,strong,34.91,2
rose,medium,strong,86.23,2
hibiscus,large,none,112.5,3
shoeblack plant,medium,none,114.77,1
shoeblack plant,medium,none,88.22,1
shoeblack plant,medium,none,95.3,2
hibiscus,large,none,193.91,3
rose,small,strong,45.82,1
shoeblack plant,large,none,51.09,1
shoeblack plant,large,none,112.42,1
hibiscus,large,none,136.86,3
shoeblack plant,medium,mild,72.97,1
rose,small,strong,51.74,2
shoeblack plant,large,none,72.26,2
hibiscus,large,none,170.62,1
hibiscus,large,none,199.61,2
shoeblack plant,medium,none,122.74,2
hibiscus,large,none,119.45,3
hibiscus,large,none,119.39,3
shoeblack plant,medium,mild,69.23,2
hibiscus,large,none,112.36,1
hibiscus,large,none,100.5,2
hibiscus,large,none,134.47,2
rose,small,mild,51.28,3
rose,small,mild,50.54,3
shoeblack plant,large,none,103.28,3
rose,medium,strong,90.16,2
shoeblack plant,large,mild,147.99,2
hibiscus,large,none,134.51,1
rose,medium,strong,60.07,1
hibiscus,large,none,138.36,2
shoeblack plant,large,none,103.09,2
hibiscus,large,none,140.28,1
rose,medium,mild,45.12,3
rose,medium,strong,67.99,1
shoeblack plant,large,none,70.74,3
shoeblack plant,medium,mild,99.46,3
hibiscus,large,none,159.81,1
shoeblack plant,medium,none,143.73,3
hibiscus,large,none,152.4,3
shoeblack plant,large,none,146.79,2
rose,small,strong,38.88,3
rose,medium,strong,52.65,1
hibiscus,large,none,149.71,2
hibiscus,large,none,126.34,1
rose,small,mild,78.48,2
shoeblack plant,large,mild,115.25,2
rose,small,strong,74.78,1
shoeblack plant,medium,none,70.21,1
rose,medium,mild,72.33,1
rose,medium,mild,99.96,1
shoeblack plant,medium,mild,92.36,3
shoeblack plant,large,mild,114.21,3
shoeblack plant,large,mild,68.03,2
rose,medium,mild,47.49,2
hibiscus,large,none,113.9,3
shoeblack plant,medium,none,59.4,1
rose,medium,strong,51.82,2
shoeblack plant,large,none,59.27,1
hibiscus,large,none,114.73,3
rose,medium,strong,61.34,1
hibiscus,large,none,166.85,1
rose,small,strong,58.82,1
hibiscus,large,none,162.98,3
rose,medium,strong,69.69,2
hibiscus,large,none,143.4,1
rose,small,mild,61.37,1
shoeblack plant,medium,mild,139.26,1
shoeblack plant,medium,mild,132.01,1
rose,small,strong,74.55,3
hibiscus,large,none,113.77,2
rose,small,mild,53.39,3
hibiscus,large,none,170.72,3
hibiscus,large,none,115.24,1
shoeblack plant,medium,none,110.62,3
rose,medium,strong,36.53,1
hibiscus,large,none,159.77,2
rose,medium,strong,81.59,1
rose,medium,strong,72,2
hibiscus,large,none,104.84,2
shoeblack plant,large,none,116.33,2
shoeblack plant,large,mild,141.13,2
rose,medium,mild,33.77,2
shoeblack plant,large,none,77.76,3
shoeblack plant,large,mild,83.73,3
hibiscus,large,none,191.32,1
hibiscus,large,none,136.08,3
rose,small,strong,31.27,3
rose,medium,mild,30.7,2
rose,small,mild,93.55,3
hibiscus,large,none,116.09,1
hibiscus,large,none,122.89,1
hibiscus,large,none,106.64,3
rose,small,mild,41.25,1
rose,small,mild,91.58,3
hibiscus,large,none,108.63,2
hibiscus,large,none,192.91,3
shoeblack plant,large,mild,129.98,1
shoeblack plant,large,none,55.56,3
hibiscus,large,none,102.52,3
rose,medium,mild,69.79,3
rose,medium,mild,59.26,1
shoeblack plant,large,mild,132.8,2
shoeblack plant,large,mild,109.1,1
rose,small,mild,76.13,2
hibiscus,large,none,177.51,2
rose,small,strong,77.35,1
rose,medium,mild,93.12,2
rose,medium,strong,86.28,1
hibiscus,large,none,197.91,3
shoeblack plant,large,none,72.47,3
shoeblack plant,large,none,140.58,1
shoeblack plant,medium,mild,101.55,3
hibiscus,large,none,126.17,2
rose,small,strong,56.07,1
shoeblack plant,large,none,75.06,2
rose,medium,strong,96.13,1
shoeblack plant,medium,none,70.56,3
hibiscus,large,none,141.31,2
hibiscus,large,none,185.42,1
hibiscus,large,none,164.71,2
hibiscus,large,none,190.85,3
rose,small,mild,32.75,1
hibiscus,large,none,110.08,3
shoeblack plant,large,mild,87.68,2
hibiscus,large,none,115.27,2
hibiscus,large,none,180.46,1
rose,medium,strong,67.36,2
shoeblack plant,large,mild,89.1,2
rose,small,mild,72.42,1
shoeblack plant,large,mild,82.85,3
shoeblack plant,medium,none,121.51,3
shoeblack plant,medium,mild,131.16,2
rose,medium,mild,90.08,1
shoeblack plant,medium,none,94,1
hibiscus,large,none,147.38,2
rose,medium,mild,50.05,2
hibiscus,large,none,133.67,2
rose,small,strong,60.47,1
hibiscus,large,none,101.94,3
shoeblack plant,large,none,56.02,2
hibiscus,large,none,165.54,3
hibiscus,large,none,126.79,2
shoeblack plant,medium,mild,64.14,2
rose,small,mild,65.54,1
rose,medium,mild,75.14,3
rose,medium,strong,48.29,1
shoeblack plant,medium,mild,112.41,1
rose,small,mild,93.53,2
shoeblack plant,large,mild,101.27,2
hibiscus,large,none,126.52,1
hibiscus,large,none,123.23,1
hibiscus,large,none,103.94,1
hibiscus,large,none,163.71,3
hibiscus,large,none,176.01,2
rose,small,mild,38.22,3
shoeblack plant,medium,none,108.29,3
shoeblack plant,large,mild,106.43,1
rose,small,strong,38.6,2
shoeblack plant,medium,mild,136.18,2
shoeblack plant,large,mild,113.77,2
hibiscus,large,none,101.09,3
hibiscus,large,none,141.56,2
rose,medium,strong,53.64,3
hibiscus,large,none,193.58,2
hibiscus,large,none,115.29,3
hibiscus,large,none,132.72,3
hibiscus,large,none,139.61,1
hibiscus,large,none,175.58,2
hibiscus,large,none,164.97,2
hibiscus,large,none,173.95,3
shoeblack plant,medium,mild,89.62,2
hibiscus,large,none,132.91,1
rose,medium,mild,83.91,3
rose,small,mild,87.06,1
rose,medium,mild,48.63,1
shoeblack plant,large,mild,129.36,3
hibiscus,large,none,191.48,2
hibiscus,large,none,112,1
rose,small,mild,44.49,1
rose,medium,mild,32.43,3
hibiscus,large,none,144.75,1
rose,small,strong,38.4,2
rose,small,strong,31.64,3
hibiscus,large,none,175.82,2
rose,medium,strong,98.73,3
rose,small,mild,50.93,3
shoeblack plant,large,mild,59.25,2
hibiscus,large,none,189.12,1
rose,medium,strong,93.32,2
hibiscus,large,none,172.11,3
hibiscus,large,none,113.71,1
shoeblack plant,medium,mild,90.65,2
rose,medium,strong,69.68,3
rose,small,strong,75.03,1
hibiscus,large,none,167.23,3
shoeblack plant,large,none,142.23,2
rose,small,mild,82.77,1
hibiscus,large,none,196.36,2
hibiscus,large,none,129.37,3
rose,small,mild,70.38,3
rose,medium,mild,80.19,2
